INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (1, 'COSTES', 'Michèle', '1998-09-14', 'F', 0);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (2, 'DUBLANCHET', 'Nadine', '2004-03-29', 'F', 0);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (3, 'CHADES', 'François', '2002-04-19', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (4, 'VELLY', 'Xavier', '1998-03-06', 'M', 2);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (5, 'FISSE', 'Marcel', '1998-05-08', 'M', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (6, 'HEINY', 'Gladys', '1998-02-14', 'F', 1);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (7, 'SCOLAN', 'Claude', '2002-04-25', 'M', 2);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (8, 'SABARLY', 'Christian', '1998-02-16', 'M', 4);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (9, 'GRAVELOT', 'Michel', '1998-03-28', 'M', 3);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (10, 'DUMORA', 'Géraldine', '2004-03-07', 'F', 7);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (11, 'GLEMET', 'Claude', '1998-09-09', 'F', 6);
INSERT INTO client (id, nom, prenom, date_naissance, genre, parrain) VALUES (12, 'ROSNET', 'Claude', '2004-03-05', 'F', 4);
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (1, 1, 75, 'place', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (301, 10, 35, 'place', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (302, 10, 59, 'impasse', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (303, 10, 95, 'impasse', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (304, 10, 68, 'avenue', 'du Paradis', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (305, 10, 74, 'allée', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (306, 10, 88, 'boulevard', 'de la République', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (307, 10, 2, 'boulevard', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (308, 10, 87, 'place', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (309, 10, 98, 'place', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (310, 10, 18, 'avenue', 'des Accacias', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (311, 10, 23, 'avenue', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (312, 10, 29, 'avenue', 'de la Libération', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (313, 10, 49, 'avenue', 'Jean Mermoz', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (314, 10, 80, 'allée', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (315, 10, 40, 'place', 'des Accacias', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (316, 10, 31, 'impasse', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (317, 10, 66, 'impasse', 'du Marché', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (318, 10, 76, 'avenue', 'du Marché', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (319, 10, 86, 'impasse', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (320, 10, 42, 'avenue', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (321, 10, 2, 'rue', 'du Marché', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (322, 10, 87, 'place', 'Jules Verne', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (323, 10, 36, 'allée', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (324, 10, 57, 'allée', 'Jean Mermoz', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (325, 10, 6, 'place', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (326, 11, 52, 'impasse', 'Jules Verne', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (327, 11, 42, 'place', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (328, 11, 23, 'allée', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (329, 11, 49, 'impasse', 'de la République', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (330, 11, 44, 'impasse', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (331, 11, 92, 'avenue', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (332, 11, 63, 'place', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (333, 11, 49, 'boulevard', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (334, 11, 84, 'impasse', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (335, 11, 30, 'rue', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (336, 11, 11, 'avenue', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (337, 11, 41, 'place', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (338, 11, 37, 'boulevard', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (339, 11, 9, 'rue', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (340, 11, 73, 'boulevard', 'du Paradis', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (341, 11, 45, 'place', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (342, 11, 91, 'place', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (343, 11, 86, 'impasse', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (344, 11, 30, 'rue', 'du Marché', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (345, 11, 25, 'impasse', 'de la République', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (346, 11, 94, 'place', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (347, 11, 99, 'allée', 'de la République', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (348, 11, 46, 'avenue', 'de la République', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (349, 11, 49, 'boulevard', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (350, 11, 58, 'avenue', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (351, 11, 15, 'boulevard', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (352, 11, 84, 'boulevard', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (353, 11, 55, 'impasse', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (354, 11, 81, 'impasse', 'de la République', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (355, 11, 19, 'avenue', 'de la Libération', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (356, 11, 58, 'boulevard', 'Jean Mermoz', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (357, 11, 74, 'place', 'de la République', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (358, 11, 55, 'boulevard', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (359, 11, 96, 'place', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (360, 11, 86, 'impasse', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (361, 11, 67, 'boulevard', 'Jean Mermoz', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (362, 11, 77, 'rue', 'du Marché', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (363, 11, 35, 'allée', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (364, 11, 94, 'place', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (365, 11, 25, 'boulevard', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (366, 11, 50, 'allée', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (367, 11, 25, 'place', 'des Accacias', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (368, 11, 15, 'place', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (369, 11, 67, 'impasse', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (370, 11, 92, 'place', 'Jean Mermoz', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (371, 11, 83, 'impasse', 'Victor Hugo', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (372, 11, 27, 'place', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (373, 11, 12, 'place', 'Jean Mermoz', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (374, 11, 34, 'place', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (375, 11, 72, 'rue', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (376, 11, 7, 'rue', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (377, 11, 49, 'impasse', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (378, 11, 18, 'avenue', 'Jean Mermoz', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (379, 11, 42, 'place', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (380, 11, 13, 'avenue', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (381, 11, 74, 'boulevard', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (382, 11, 87, 'place', 'de la Libération', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (383, 11, 69, 'avenue', 'Jules Verne', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (384, 11, 74, 'impasse', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (385, 11, 36, 'allée', 'Jules Verne', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (386, 11, 90, 'avenue', 'Victor Hugo', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (387, 11, 24, 'boulevard', 'Victor Hugo', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (388, 11, 25, 'place', 'des Accacias', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (389, 11, 38, 'boulevard', 'Jules Verne', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (390, 11, 56, 'place', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (391, 12, 70, 'boulevard', 'du Paradis', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (392, 12, 13, 'place', 'du Marché', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (393, 12, 63, 'place', 'du Paradis', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (394, 12, 78, 'avenue', 'de la République', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (395, 12, 21, 'avenue', 'des Accacias', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (396, 12, 17, 'place', 'Victor Hugo', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (397, 12, 86, 'avenue', 'de la Libération', '74000', 'annecy');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (398, 12, 39, 'rue', 'du Marché', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (399, 12, 97, 'impasse', 'Victor Hugo', '75000', 'paris');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (400, 12, 26, 'impasse', 'du Paradis', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (401, 12, 53, 'impasse', 'du Paradis', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (402, 12, 63, 'rue', 'Victor Hugo', '06000', 'nice');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (403, 12, 7, 'impasse', 'du Paradis', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (404, 12, 94, 'impasse', 'Victor Hugo', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (405, 12, 100, 'avenue', 'Jules Verne', '10000', 'troyes');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (406, 12, 51, 'impasse', 'Jules Verne', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (407, 12, 1, 'avenue', 'de la Libération', '51100', 'reims');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (408, 12, 12, 'avenue', 'de la Libération', '52000', 'chaumont');
INSERT INTO adresse (id, id_client, numero, voie, libelle_voie, code_postal, ville) VALUES (409, 12, 11, 'place', 'Victor Hugo', '06000', 'nice');
INSERT INTO paiement (id, libelle) VALUES (1, 'Carte bancaire');
INSERT INTO paiement (id, libelle) VALUES (2, 'Chèque');
INSERT INTO paiement (id, libelle) VALUES (3, 'Contre remboursement');
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (1, 1, '2022-11-14', 36, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (2, 1, '2022-12-07', 23, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (3, 1, '2022-11-11', 19, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (4, 1, '2022-11-14', 38, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (5, 1, '2023-11-18', 37, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (6, 1, '2023-12-13', 37, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (7, 1, '2022-12-17', 29, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (8, 1, '2023-11-12', 41, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (9, 1, '2023-11-11', 18, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (10, 1, '2022-11-13', 15, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (11, 1, '2023-12-15', 8, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (12, 1, '2022-11-11', 31, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (13, 1, '2023-11-09', 43, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (14, 1, '2022-11-11', 41, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (15, 1, '2023-12-06', 32, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (16, 1, '2023-12-08', 39, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (17, 1, '2023-12-11', 8, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (18, 1, '2022-11-12', 9, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (19, 1, '2023-11-07', 12, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (20, 1, '2023-12-13', 18, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (21, 1, '2022-12-13', 29, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (22, 1, '2022-12-13', 37, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (23, 1, '2023-11-19', 13, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (24, 1, '2023-11-08', 32, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (25, 1, '2022-11-16', 29, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (26, 1, '2023-11-11', 25, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (27, 1, '2022-12-08', 17, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (28, 1, '2022-11-05', 13, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (29, 1, '2022-12-17', 30, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (30, 1, '2023-11-14', 44, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (31, 1, '2023-12-19', 5, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (32, 1, '2023-12-11', 18, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (33, 1, '2023-11-15', 25, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (34, 1, '2023-11-06', 34, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (35, 1, '2023-12-08', 13, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (36, 1, '2023-11-15', 6, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (37, 1, '2022-11-06', 7, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (38, 1, '2023-11-16', 37, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (39, 1, '2023-11-07', 1, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (40, 1, '2022-11-18', 1, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (41, 1, '2022-12-13', 39, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (42, 1, '2023-12-18', 44, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (43, 1, '2022-11-05', 1, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (44, 1, '2023-12-18', 14, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (45, 1, '2023-11-14', 17, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (46, 1, '2023-11-15', 17, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (47, 1, '2022-11-17', 36, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (48, 1, '2022-12-13', 15, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (49, 1, '2023-11-12', 16, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (50, 1, '2023-11-07', 35, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (51, 1, '2023-12-15', 10, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (52, 1, '2022-12-10', 29, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (53, 1, '2022-11-14', 39, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (54, 1, '2023-12-08', 32, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (55, 1, '2023-12-09', 12, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (56, 1, '2022-12-08', 4, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (57, 1, '2023-11-14', 45, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (58, 1, '2023-11-09', 11, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (59, 1, '2023-11-14', 11, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (60, 1, '2022-11-07', 29, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (61, 1, '2023-12-15', 42, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (62, 1, '2023-12-14', 43, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (63, 1, '2022-11-12', 35, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (64, 1, '2023-11-14', 23, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (65, 1, '2023-12-18', 42, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (66, 1, '2023-12-18', 13, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (67, 1, '2022-12-14', 22, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (68, 1, '2023-12-16', 8, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (69, 1, '2022-12-09', 32, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (70, 1, '2022-12-16', 46, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (71, 1, '2022-11-07', 34, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (72, 1, '2022-11-06', 15, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (73, 1, '2022-12-11', 16, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (74, 1, '2022-11-08', 33, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (75, 2, '2023-11-07', 52, 2);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (76, 2, '2023-11-18', 82, 3);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (77, 2, '2022-11-07', 77, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (78, 2, '2022-12-13', 59, 1);
INSERT INTO commande (id, id_client, la_date, id_adr_livraison, id_paiement) VALUES (79, 2, '2023-11-13', 60, 2);
